PRIMARY_KEY,FORMER_JOB_42,former_emp_contract,retirement_age
12827,"csp_6_5","EMP1-2",56
12834,"csp_2_2","EMP2-2",57
12841,"csp_5_5","EMP1-6",55
12842,"csp_6_5","EMP1-6",59
12847,"csp_4_3","EMP1-6",61
12854,"csp_5_6","EMP1-5",59
12860,"csp_4_7","EMP1-6",60
12863,"csp_5_5","EMP1-6",65
12868,"csp_1_1","EMP2-1",62
12870,"csp_1_1","EMP2-1",60
12873,"csp_6_7","EMP1-6",60
12885,"csp_6_4","EMP1-6",60
12886,"csp_4_3","EMP1-6",56
12891,"csp_4_6","EMP1-6",65
12892,"csp_5_2","EMP1-5",55
12898,"csp_4_5","EMP1-6",62
12904,"csp_3_7","EMP1-6",60
12905,"csp_2_2","EMP2-1",60
12906,"csp_3_7","EMP1-6",61
12915,"csp_4_2","EMP1-6",59
12920,"csp_3_7","EMP1-6",66
12923,"csp_6_2","EMP1-6",60
12924,"csp_4_2","EMP1-6",60
12930,"csp_2_1","EMP2-1",61
12936,"csp_5_4","EMP1-6",63
12938,"csp_5_4","EMP1-6",63
12949,"csp_3_3","EMP1-6",60
12954,"csp_5_4","EMP1-6",57
12958,"csp_4_6","EMP1-6",59
12972,"csp_5_6","EMP1-5",59
12973,"csp_5_6","EMP1-6",60
12991,"csp_1_1","EMP2-1",60
12993,"csp_5_3","EMP1-6",60
13002,"csp_3_8","EMP1-6",58
13018,"csp_3_7","EMP1-6",64
13021,"csp_2_2","EMP2-1",60
13026,"csp_3_1","EMP2-2",63
13027,"csp_3_4","EMP1-6",58
13028,"csp_1_1","EMP2-2",63
13033,"csp_2_1","EMP2-2",59
13037,"csp_5_4","EMP1-6",56
13050,"csp_3_4","EMP1-6",60
13064,"csp_2_2","EMP2-1",60
13067,"csp_2_1","EMP2-1",65
13071,"csp_2_1","EMP2-1",62
13080,"csp_1_1","EMP2-1",61
13084,"csp_5_4","EMP1-6",59
13086,"csp_5_2","EMP1-6",56
13090,"csp_6_3","EMP1-6",63
13091,"csp_5_2","EMP1-6",60
13105,"csp_2_3","EMP2-2",60
13106,"csp_2_2","EMP2-2",60
13115,"csp_4_7","EMP1-6",57
13129,"csp_3_8","EMP1-6",56
13131,"csp_4_7","EMP1-6",60
13133,"csp_6_4","EMP1-6",60
13134,"csp_6_2","EMP1-6",60
13143,"csp_3_7","EMP1-6",60
13155,"csp_4_3","EMP1-6",58
13160,"csp_5_2","EMP1-6",65
13169,"csp_6_8","EMP1-5",59
13178,"csp_5_2","EMP1-6",58
13180,"csp_6_3","EMP1-6",58
13186,"csp_4_2","EMP1-6",57
13192,"csp_6_9","EMP1-6",60
13194,"csp_3_7","EMP1-6",60
13200,"csp_4_7","EMP1-6",56
13201,"csp_3_4","EMP1-6",60
13203,"csp_4_6","EMP1-6",57
13208,"csp_1_1","EMP2-1",60
13209,"csp_6_2","EMP1-6",60
13218,"csp_5_2","EMP1-6",60
13224,"csp_2_2","EMP2-2",57
13245,"csp_6_2","EMP1-6",60
13253,"csp_6_2","EMP1-6",60
13254,"csp_5_6","EMP1-6",62
13255,"csp_6_7","EMP1-6",60
13258,"csp_6_9","EMP1-6",61
13266,"csp_4_6","EMP1-6",60
13284,"csp_4_6","EMP1-6",60
13293,"csp_3_5","EMP2-2",62
13296,"csp_5_6","EMP1-6",60
13302,"csp_4_2","EMP1-6",63
13303,"csp_5_6","EMP1-6",60
13313,"csp_5_2","EMP1-6",62
13315,"csp_5_4","EMP1-5",60
13316,"csp_1_3","EMP2-2",60
13326,"csp_6_9","EMP1-6",60
13335,"csp_6_7","EMP1-6",60
13340,"csp_5_2","EMP1-5",56
13341,"csp_6_3","EMP1-6",60
13347,"csp_5_2","EMP1-6",65
13375,"csp_6_2","EMP1-6",54
13378,"csp_2_2","EMP2-1",62
13389,"csp_3_7","EMP1-6",55
13393,"csp_5_6","EMP1-6",60
13405,"csp_3_8","EMP1-6",66
13408,"csp_6_3","EMP1-6",60
13426,"csp_5_2","EMP1-6",64
13428,"csp_6_3","EMP1-6",60
13432,"csp_5_5","EMP1-6",60
13437,"csp_5_2","EMP1-6",60
13442,"csp_4_3","EMP1-6",61
13451,"csp_4_7","EMP1-6",58
13453,"csp_4_6","EMP1-6",60
13461,"csp_6_2","EMP1-6",60
13464,"csp_3_7","EMP1-6",60
13472,"csp_5_2","EMP1-6",60
13476,"csp_4_5","EMP1-6",64
13482,"csp_5_4","EMP1-6",60
13486,"csp_5_4","EMP1-6",60
13495,"csp_4_6","EMP1-6",65
13501,"csp_5_6","EMP1-6",60
13506,"csp_4_8","EMP1-6",58
13514,"csp_5_6","EMP1-5",60
13522,"csp_4_7","EMP1-6",65
13523,"csp_6_2","EMP1-5",60
13538,"csp_4_6","EMP1-6",60
13540,"csp_5_4","EMP1-6",60
13541,"csp_5_2","EMP1-6",65
13542,"csp_3_8","EMP1-6",61
13551,"csp_6_5","EMP1-6",66
13552,"csp_6_7","EMP1-2",62
13554,"csp_6_8","EMP1-6",60
13566,"csp_5_2","EMP1-6",60
13570,"csp_5_6","EMP1-6",60
13573,"csp_6_5","EMP1-6",65
13574,"csp_6_5","EMP1-6",64
13576,"csp_3_1","EMP2-2",60
13577,"csp_4_7","EMP1-5",54
13591,"csp_4_7","EMP1-6",60
13597,"csp_5_3","EMP1-6",60
13606,"csp_4_2","EMP1-6",65
13614,"csp_2_2","EMP2-1",64
13618,"csp_5_5","EMP1-6",65
13626,"csp_6_8","EMP1-6",60
13631,"csp_3_8","EMP1-6",60
13634,"csp_2_1","EMP2-2",52
13649,"csp_6_3","EMP1-6",65
13656,"csp_3_4","EMP1-6",59
13659,"csp_4_7","EMP1-6",60
13662,"csp_6_7","EMP1-6",63
13663,"csp_5_6","EMP1-6",60
13664,"csp_3_7","EMP1-6",57
13667,"csp_1_3","EMP2-2",60
13675,"csp_5_6","EMP1-6",59
13677,"csp_6_3","EMP1-6",56
13679,"csp_1_1","EMP2-1",58
13683,"csp_4_3","EMP1-5",62
13686,"csp_5_6","EMP1-6",61
13689,"csp_6_8","EMP1-6",60
13694,"csp_4_6","EMP1-6",56
13697,"csp_5_5","EMP1-6",65
13718,"csp_1_1","EMP2-2",60
13719,"csp_5_2","EMP1-6",52
13729,"csp_5_4","EMP1-6",62
13731,"csp_5_2","EMP1-6",60
13735,"csp_4_7","EMP1-6",62
13740,"csp_5_2","EMP1-6",60
13744,"csp_5_6","EMP1-6",65
13754,"csp_6_7","EMP1-2",55
13760,"csp_5_2","EMP1-5",60
13763,"csp_1_3","EMP2-2",60
13767,"csp_5_5","EMP1-6",60
13769,"csp_4_3","EMP1-6",60
13774,"csp_5_2","EMP1-6",65
13778,"csp_6_5","EMP1-5",60
13781,"csp_5_3","EMP1-6",60
13794,"csp_5_6","EMP1-6",60
13796,"csp_5_2","EMP1-6",65
13797,"csp_5_2","EMP1-6",60
13801,"csp_6_7","EMP1-6",60
13806,"csp_4_6","EMP1-6",60
13817,"csp_4_3","EMP1-6",60
13818,"csp_6_3","EMP1-6",63
13822,"csp_5_3","EMP1-6",60
13830,"csp_6_7","EMP1-6",60
13833,"csp_1_2","EMP2-2",55
13841,"csp_5_5","EMP1-6",60
13848,"csp_3_5","EMP2-1",57
13854,"csp_2_1","EMP2-1",65
13861,"csp_5_4","EMP1-6",60
13870,"csp_6_3","EMP1-6",60
13871,"csp_5_6","EMP1-6",60
13873,"csp_5_6","EMP1-6",60
13884,"csp_5_2","EMP1-6",60
13894,"csp_4_6","EMP1-6",60
13900,"csp_5_2","EMP1-6",60
13903,"csp_5_4","EMP1-6",55
13904,"csp_4_7","EMP1-6",60
13911,"csp_2_2","EMP2-2",60
13914,"csp_1_1","EMP2-1",57
13921,"csp_6_9","EMP1-6",60
13925,"csp_5_4","EMP1-6",60
13926,"csp_5_2","EMP1-6",60
13931,"csp_5_2","EMP1-6",60
13934,"csp_5_6","EMP1-6",60
13935,"csp_6_8","EMP1-6",60
13940,"csp_5_6","EMP1-5",65
13943,"csp_6_4","EMP1-6",54
13945,"csp_4_2","EMP1-6",60
13946,"csp_5_6","EMP1-6",60
13950,"csp_3_1","EMP2-1",55
13953,"csp_6_7","EMP1-6",60
13955,"csp_5_4","EMP1-6",60
13964,"csp_6_7","EMP1-6",60
13968,"csp_2_2","EMP2-1",60
13973,"csp_4_6","EMP1-6",60
13974,"csp_5_6","EMP1-6",63
13985,"csp_2_3","EMP2-2",58
13988,"csp_1_1","EMP2-1",64
13989,"csp_6_4","EMP1-6",60
13990,"csp_6_2","EMP1-6",60
14000,"csp_5_6","EMP1-5",60
14008,"csp_5_2","EMP1-6",60
14009,"csp_6_2","EMP1-6",58
14012,"csp_5_6","EMP1-6",60
14024,"csp_6_2","EMP1-6",60
14030,"csp_4_6","EMP1-6",61
14035,"csp_5_2","EMP1-6",65
14039,"csp_1_3","EMP2-2",59
14045,"csp_4_2","EMP1-6",61
14048,"csp_6_4","EMP1-6",62
14053,"csp_4_8","EMP1-6",62
14077,"csp_5_6","EMP1-6",60
14089,"csp_5_6","EMP1-6",60
14092,"csp_6_7","EMP1-2",60
14097,"csp_5_3","EMP1-6",65
14101,"csp_5_2","EMP1-6",60
14116,"csp_5_2","EMP1-6",60
14133,"csp_5_2","EMP1-6",60
14136,"csp_6_7","EMP1-6",60
14141,"csp_6_7","EMP1-6",63
14160,"csp_1_3","EMP2-2",60
14167,"csp_5_2","EMP1-6",60
14170,"csp_6_3","EMP1-6",58
14182,"csp_6_7","EMP1-6",58
14197,"csp_5_3","EMP1-6",60
14202,"csp_5_6","EMP1-6",55
14209,"csp_5_4","EMP1-6",60
14224,"csp_6_3","EMP1-5",60
14228,"csp_1_2","EMP2-1",65
14235,"csp_4_3","EMP1-6",65
14236,"csp_5_5","EMP1-6",60
14239,"csp_6_2","EMP1-6",60
14240,"csp_3_7","EMP1-6",57
14241,"csp_6_7","EMP1-6",65
14267,"csp_4_2","EMP1-6",60
14274,"csp_6_2","EMP1-6",60
14276,"csp_1_3","EMP2-1",60
14283,"csp_6_3","EMP1-6",60
14290,"csp_5_6","EMP1-5",60
14298,"csp_6_4","EMP1-6",58
14309,"csp_2_2","EMP2-2",65
14312,"csp_2_2","EMP2-2",60
14313,"csp_4_6","EMP1-6",60
14317,"csp_1_3","EMP2-2",57
14334,"csp_2_2","EMP2-2",64
14339,"csp_6_4","EMP1-6",60
14346,"csp_1_1","EMP2-2",64
14349,"csp_6_5","EMP1-6",60
14351,"csp_5_6","EMP1-6",65
14356,"csp_5_2","EMP1-6",65
14365,"csp_4_3","EMP1-6",60
14378,"csp_6_2","EMP1-6",60
14385,"csp_5_5","EMP1-6",60
14387,"csp_6_9","EMP1-6",56
14397,"csp_6_8","EMP1-6",60
14416,"csp_6_8","EMP1-6",60
14417,"csp_6_2","EMP1-6",60
14438,"csp_1_1","EMP2-1",60
14441,"csp_5_2","EMP1-6",56
14451,"csp_5_6","EMP1-6",60
14455,"csp_6_4","EMP1-6",60
14460,"csp_4_5","EMP1-6",57
14471,"csp_4_3","EMP1-6",55
14474,"csp_6_3","EMP1-3",64
14481,"csp_5_2","EMP1-6",60
14484,"csp_2_2","EMP2-2",60
14491,"csp_5_2","EMP1-6",56
14500,"csp_6_2","EMP1-5",60
14503,"csp_5_2","EMP1-6",63
14505,"csp_2_3","EMP2-2",67
14508,"csp_6_2","EMP1-6",62
14513,"csp_2_1","EMP2-1",60
14514,"csp_6_7","EMP1-6",60
14523,"csp_5_6","EMP1-6",60
14534,"csp_5_2","EMP1-5",60
14545,"csp_6_4","EMP1-6",60
14550,"csp_6_5","EMP1-5",65
14555,"csp_3_3","EMP1-6",57
14557,"csp_5_2","EMP1-6",60
14559,"csp_4_6","EMP1-6",57
14571,"csp_5_3","EMP1-6",60
14577,"csp_5_4","EMP1-6",60
14579,"csp_3_7","EMP1-6",64
14593,"csp_4_7","EMP1-6",60
14603,"csp_1_1","EMP2-1",60
14609,"csp_5_6","EMP1-6",60
14611,"csp_3_3","EMP1-6",55
14617,"csp_5_2","EMP1-6",58
14631,"csp_6_7","EMP1-6",65
14644,"csp_4_3","EMP1-6",55
14647,"csp_6_4","EMP1-6",63
14652,"csp_4_6","EMP1-6",60
14658,"csp_4_6","EMP1-6",63
14669,"csp_4_2","EMP1-6",60
14670,"csp_4_6","EMP1-6",65
14674,"csp_5_3","EMP1-6",65
14680,"csp_2_1","EMP2-2",60
14686,"csp_6_7","EMP1-6",65
14692,"csp_5_5","EMP1-6",59
14710,"csp_5_6","EMP1-6",55
14711,"csp_6_3","EMP1-6",60
14712,"csp_6_5","EMP1-6",62
14715,"csp_5_2","EMP1-5",60
14717,"csp_2_2","EMP2-1",61
14718,"csp_4_3","EMP1-6",60
14734,"csp_5_6","EMP1-6",60
14735,"csp_5_6","EMP1-6",60
14746,"csp_5_6","EMP1-6",60
14750,"csp_2_1","EMP2-1",61
14753,"csp_1_3","EMP2-2",60
14766,"csp_5_2","EMP1-5",60
14790,"csp_6_4","EMP1-6",60
14804,"csp_4_3","EMP1-6",60
14805,"csp_5_5","EMP1-6",65
14808,"csp_4_6","EMP1-5",60
14820,"csp_6_2","EMP1-6",64
14825,"csp_6_5","EMP1-6",60
14826,"csp_5_6","EMP1-6",60
14829,"csp_1_1","EMP2-1",57
14831,"csp_2_3","EMP2-2",60
14835,"csp_6_5","EMP1-6",60
14843,"csp_2_2","EMP2-1",60
14850,"csp_1_1","EMP2-1",62
14855,"csp_5_4","EMP1-6",60
14864,"csp_4_6","EMP1-6",60
14866,"csp_6_9","EMP1-6",60
14873,"csp_5_4","EMP1-6",60
14875,"csp_2_2","EMP2-1",60
14889,"csp_6_2","EMP1-6",63
14893,"csp_2_2","EMP2-1",60
14894,"csp_3_7","EMP1-6",61
14898,"csp_6_3","EMP1-6",60
14899,"csp_5_2","EMP1-6",60
14917,"csp_5_2","EMP1-6",60
14922,"csp_1_1","EMP2-1",59
14959,"csp_2_1","EMP2-1",60
14961,"csp_5_6","EMP1-6",60
14967,"csp_5_6","EMP1-6",57
14968,"csp_5_6","EMP1-6",65
14983,"csp_5_4","EMP1-6",55
14989,"csp_6_3","EMP1-5",60
14992,"csp_5_4","EMP1-6",62
15001,"csp_5_6","EMP1-6",60
15012,"csp_1_1","EMP2-1",65
15029,"csp_4_5","EMP1-6",66
15030,"csp_6_8","EMP1-6",60
15035,"csp_4_3","EMP1-6",60
15039,"csp_5_5","EMP1-6",60
15046,"csp_5_2","EMP1-6",61
15047,"csp_4_7","EMP2-1",60
15071,"csp_1_3","EMP2-2",60
15072,"csp_5_4","EMP1-6",64
15077,"csp_5_3","EMP1-6",60
15081,"csp_3_8","EMP1-6",60
15087,"csp_4_6","EMP1-6",65
15089,"csp_6_2","EMP1-6",61
15092,"csp_1_3","EMP2-2",65
15099,"csp_4_3","EMP1-6",60
15104,"csp_6_9","EMP1-5",61
15120,"csp_5_2","EMP1-5",65
15135,"csp_6_2","EMP1-6",60
15139,"csp_1_1","EMP2-1",65
15146,"csp_5_2","EMP1-6",60
15150,"csp_5_2","EMP1-6",60
15152,"csp_4_8","EMP1-6",60
15153,"csp_5_3","EMP1-6",63
15155,"csp_5_2","EMP1-6",65
15168,"csp_6_8","EMP1-6",62
15176,"csp_6_3","EMP1-6",55
15179,"csp_1_1","EMP2-1",60
15186,"csp_6_4","EMP1-6",62
15192,"csp_4_2","EMP1-5",56
15193,"csp_1_1","EMP2-1",57
15194,"csp_6_9","EMP1-5",66
15198,"csp_5_4","EMP1-6",60
15208,"csp_1_3","EMP2-2",60
15209,"csp_4_8","EMP1-6",60
15210,"csp_2_2","EMP2-1",65
15221,"csp_5_6","EMP1-6",60
15246,"csp_3_8","EMP1-6",54
15255,"csp_4_8","EMP1-6",64
15257,"csp_3_4","EMP1-6",60
15265,"csp_4_7","EMP1-6",60
15269,"csp_6_3","EMP1-6",60
15271,"csp_4_8","EMP1-6",60
15275,"csp_3_8","EMP1-6",65
15291,"csp_6_8","EMP1-6",60
15304,"csp_6_9","EMP1-6",60
15305,"csp_6_2","EMP1-6",60
15306,"csp_2_2","EMP2-1",65
15310,"csp_1_3","EMP2-2",65
15316,"csp_6_2","EMP1-6",59
15317,"csp_5_4","EMP1-6",62
15323,"csp_4_5","EMP1-6",57
15333,"csp_5_4","EMP1-6",60
15336,"csp_4_7","EMP1-5",62
15341,"csp_4_6","EMP1-6",60
15342,"csp_6_3","EMP1-5",60
15345,"csp_1_1","EMP2-1",59
15358,"csp_5_2","EMP1-3",60
15362,"csp_6_8","EMP1-6",62
15369,"csp_4_6","EMP1-6",62
15373,"csp_3_5","EMP2-1",60
15384,"csp_1_1","EMP2-1",65
15386,"csp_3_4","EMP1-6",60
15389,"csp_4_3","EMP1-5",63
15392,"csp_1_1","EMP2-1",55
15396,"csp_1_1","EMP2-1",60
15401,"csp_6_7","EMP1-6",60
15407,"csp_5_5","EMP1-6",60
15409,"csp_1_1","EMP2-1",60
15414,"csp_2_1","EMP2-2",60
15417,"csp_1_3","EMP2-3",65
15423,"csp_6_7","EMP1-6",65
15425,"csp_4_6","EMP1-6",60
15427,"csp_4_6","EMP1-6",59
15429,"csp_4_6","EMP1-6",65
15430,"csp_5_4","EMP1-6",57
15433,"csp_3_7","EMP1-6",65
15438,"csp_5_4","EMP1-6",65
15442,"csp_1_1","EMP2-2",60
15455,"csp_3_8","EMP1-6",60
15458,"csp_6_4","EMP1-6",62
15460,"csp_5_3","EMP1-6",61
15463,"csp_6_8","EMP1-6",58
15465,"csp_4_6","EMP1-6",60
15468,"csp_3_1","EMP2-2",65
15469,"csp_4_8","EMP1-6",63
15474,"csp_6_2","EMP1-6",60
15481,"csp_6_7","EMP1-5",60
15486,"csp_5_2","EMP1-6",60
15488,"csp_5_6","EMP1-6",60
15495,"csp_5_2","EMP1-2",61
15500,"csp_5_2","EMP1-6",60
15507,"csp_5_2","EMP1-6",56
15514,"csp_6_2","EMP1-6",65
15531,"csp_5_2","EMP1-6",60
15535,"csp_5_6","EMP1-5",60
15547,"csp_3_1","EMP2-2",60
15551,"csp_4_3","EMP1-6",65
15553,"csp_6_4","EMP1-6",60
15559,"csp_5_2","EMP1-6",64
15563,"csp_4_3","EMP1-6",60
15567,"csp_4_3","EMP1-5",60
15569,"csp_3_4","EMP1-6",60
15572,"csp_4_8","EMP1-6",63
15573,"csp_4_7","EMP1-6",60
15578,"csp_5_4","EMP1-6",59
15585,"csp_5_4","EMP1-6",60
15587,"csp_3_4","EMP1-6",60
15589,"csp_2_2","EMP2-2",63
15593,"csp_5_3","EMP1-6",59
15598,"csp_1_1","EMP2-1",60
15605,"csp_5_6","EMP1-5",60
15616,"csp_4_6","EMP1-5",60
15618,"csp_3_1","EMP2-2",60
15624,"csp_4_5","EMP1-6",60
15629,"csp_3_7","EMP1-6",60
15641,"csp_3_7","EMP1-6",60
15647,"csp_6_7","EMP1-6",60
15650,"csp_5_5","EMP1-6",60
15655,"csp_5_2","EMP1-6",63
15659,"csp_2_2","EMP2-1",58
15662,"csp_5_2","EMP1-6",60
15669,"csp_1_1","EMP2-1",58
15671,"csp_1_1","EMP2-1",58
15680,"csp_4_6","EMP1-6",60
15682,"csp_4_8","EMP1-6",60
15688,"csp_2_3","EMP2-2",61
15697,"csp_6_9","EMP1-6",60
15698,"csp_5_2","EMP1-5",60
15700,"csp_2_2","EMP2-1",60
15703,"csp_4_6","EMP1-6",64
15707,"csp_2_2","EMP2-1",60
15710,"csp_6_7","EMP1-6",60
15711,"csp_5_2","EMP1-5",65
15716,"csp_5_2","EMP1-6",60
15717,"csp_5_3","EMP1-6",53
15723,"csp_1_3","EMP2-2",60
15728,"csp_6_8","EMP1-6",65
15739,"csp_1_1","EMP2-1",60
15740,"csp_6_7","EMP1-6",60
15752,"csp_1_1","EMP2-1",62
15754,"csp_1_1","EMP2-1",60
15758,"csp_3_7","EMP1-6",60
15759,"csp_6_3","EMP1-6",60
15761,"csp_5_4","EMP1-6",60
15765,"csp_2_2","EMP2-2",60
15773,"csp_6_7","EMP1-6",57
15775,"csp_2_3","EMP2-2",60
15779,"csp_1_1","EMP2-2",58
15785,"csp_2_1","EMP2-1",60
15788,"csp_5_2","EMP1-6",65
15797,"csp_6_8","EMP1-5",62
15798,"csp_3_7","EMP1-6",60
15801,"csp_2_1","EMP2-1",60
15810,"csp_1_1","EMP2-1",60
15813,"csp_5_2","EMP1-6",60
15817,"csp_5_4","EMP1-6",60
15830,"csp_6_5","EMP1-6",62
15854,"csp_6_4","EMP1-2",64
15856,"csp_4_3","EMP1-6",60
15868,"csp_6_4","EMP1-6",56
15882,"csp_5_6","EMP1-5",55
15887,"csp_6_7","EMP1-6",60
15890,"csp_5_2","EMP1-5",55
15898,"csp_5_4","EMP1-6",60
15899,"csp_2_2","EMP2-2",60
15906,"csp_6_2","EMP1-6",62
15908,"csp_4_3","EMP1-6",62
15919,"csp_2_2","EMP2-1",58
15926,"csp_6_4","EMP1-6",60
15928,"csp_1_2","EMP2-1",58
15935,"csp_2_2","EMP2-1",60
15942,"csp_4_5","EMP1-6",60
15944,"csp_3_8","EMP1-6",61
15945,"csp_5_5","EMP1-6",65
15946,"csp_1_1","EMP2-1",64
15968,"csp_5_2","EMP1-6",60
15970,"csp_2_2","EMP2-1",60
15978,"csp_2_1","EMP2-1",60
15986,"csp_6_7","EMP1-6",56
15987,"csp_5_2","EMP1-6",61
15988,"csp_4_5","EMP1-6",60
15994,"csp_6_5","EMP1-6",59
15996,"csp_4_6","EMP1-6",60
16001,"csp_1_1","EMP2-1",60
16004,"csp_5_2","EMP1-6",65
16005,"csp_2_2","EMP2-2",60
16008,"csp_3_1","EMP2-1",60
16011,"csp_4_3","EMP1-6",60
16012,"csp_2_1","EMP2-1",59
16020,"csp_5_2","EMP1-6",60
16022,"csp_5_2","EMP1-6",60
16029,"csp_3_1","EMP2-1",57
16035,"csp_2_2","EMP2-2",60
16039,"csp_5_4","EMP1-6",60
16045,"csp_1_1","EMP2-1",60
16059,"csp_4_8","EMP1-6",60
16061,"csp_4_5","EMP1-6",60
16074,"csp_6_8","EMP1-3",65
16082,"csp_5_2","EMP1-6",60
16098,"csp_4_6","EMP1-6",58
16100,"csp_4_3","EMP2-1",60
16102,"csp_6_8","EMP1-6",54
16109,"csp_5_2","EMP1-6",65
16119,"csp_6_8","EMP1-6",60
16120,"csp_6_3","EMP1-6",60
16124,"csp_4_6","EMP1-6",65
16127,"csp_6_8","EMP1-6",58
16128,"csp_5_4","EMP1-6",60
16136,"csp_5_4","EMP1-6",60
16150,"csp_6_7","EMP1-6",65
16173,"csp_6_3","EMP1-6",60
16174,"csp_5_6","EMP1-6",60
16177,"csp_5_4","EMP1-6",55
16196,"csp_1_1","EMP2-1",65
16206,"csp_2_1","EMP2-2",55
16213,"csp_3_7","EMP1-6",55
16223,"csp_3_4","EMP1-6",60
16227,"csp_5_5","EMP1-6",65
16231,"csp_3_8","EMP1-6",60
16233,"csp_4_6","EMP1-6",65
16237,"csp_5_2","EMP1-6",65
16238,"csp_4_6","EMP1-6",60
16256,"csp_3_8","EMP1-6",60
16270,"csp_6_2","EMP1-6",60
16271,"csp_1_1","EMP2-2",60
16273,"csp_5_6","EMP1-6",65
16277,"csp_3_1","EMP2-1",63
16279,"csp_6_5","EMP1-6",60
16287,"csp_5_4","EMP1-6",63
16288,"csp_6_9","EMP1-6",65
16295,"csp_5_4","EMP1-5",60
16302,"csp_6_4","EMP1-6",55
16307,"csp_5_2","EMP1-6",55
16310,"csp_3_4","EMP1-6",63
16316,"csp_6_8","EMP1-6",60
16319,"csp_6_7","EMP1-6",65
16320,"csp_5_2","EMP1-6",60
16324,"csp_4_7","EMP1-6",65
16325,"csp_4_3","EMP1-6",65
16330,"csp_5_2","EMP1-6",60
16331,"csp_6_4","EMP1-6",56
16334,"csp_5_6","EMP1-6",65
16339,"csp_5_6","EMP1-5",60
16343,"csp_2_2","EMP2-2",65
16346,"csp_5_2","EMP1-6",60
16348,"csp_1_1","EMP2-1",62
16357,"csp_6_4","EMP1-6",60
16358,"csp_6_2","EMP1-6",61
16363,"csp_6_2","EMP1-6",65
16365,"csp_5_5","EMP1-6",65
16369,"csp_4_6","EMP1-6",60
16371,"csp_4_6","EMP1-6",60
16372,"csp_5_6","EMP1-5",62
16375,"csp_6_7","EMP1-6",60
16384,"csp_5_6","EMP1-6",63
16388,"csp_4_7","EMP1-6",64
16389,"csp_1_1","EMP2-2",65
16430,"csp_5_6","EMP1-6",60
16438,"csp_2_2","EMP2-1",55
16443,"csp_5_2","EMP1-6",60
16447,"csp_6_3","EMP1-6",57
16449,"csp_5_4","EMP1-6",60
16455,"csp_6_2","EMP1-5",57
16458,"csp_5_6","EMP1-6",65
16465,"csp_5_4","EMP1-6",64
16488,"csp_6_9","EMP1-6",60
16494,"csp_5_6","EMP1-6",60
16496,"csp_5_2","EMP1-6",65
16528,"csp_1_1","EMP2-1",60
16529,"csp_5_6","EMP1-6",55
16539,"csp_5_4","EMP1-6",60
16548,"csp_6_7","EMP1-6",57
16568,"csp_5_5","EMP1-6",60
16570,"csp_5_2","EMP1-5",60
16571,"csp_1_1","EMP2-1",62
16578,"csp_5_2","EMP1-6",60
16592,"csp_6_3","EMP1-6",56
16596,"csp_5_2","EMP1-6",60
16618,"csp_5_6","EMP1-6",53
16623,"csp_4_7","EMP1-6",60
16634,"csp_4_6","EMP1-6",62
16649,"csp_6_4","EMP1-6",60
16653,"csp_6_8","EMP1-6",53
16669,"csp_4_2","EMP1-6",65
16671,"csp_6_7","EMP1-6",65
16690,"csp_6_3","EMP1-5",61
16695,"csp_4_5","EMP1-6",59
16702,"csp_6_4","EMP1-6",61
16710,"csp_6_2","EMP1-6",57
16713,"csp_2_2","EMP2-1",60
16717,"csp_6_7","EMP1-6",65
16721,"csp_6_2","EMP1-6",60
16723,"csp_6_2","EMP1-6",60
16736,"csp_4_2","EMP1-6",56
16741,"csp_5_2","EMP1-6",60
16743,"csp_1_1","EMP2-2",60
16745,"csp_4_6","EMP1-6",65
16755,"csp_4_2","EMP1-6",63
16756,"csp_5_6","EMP1-6",60
16775,"csp_4_3","EMP2-1",60
16783,"csp_1_1","EMP2-1",65
16789,"csp_5_2","EMP1-6",65
16791,"csp_4_3","EMP1-6",65
16793,"csp_4_5","EMP1-6",60
16807,"csp_5_2","EMP1-3",60
16808,"csp_4_6","EMP1-6",65
16810,"csp_5_4","EMP1-6",60
16816,"csp_6_7","EMP1-6",60
16832,"csp_4_5","EMP1-6",60
16833,"csp_4_3","EMP1-6",60
16840,"csp_5_6","EMP1-6",60
16846,"csp_4_5","EMP1-6",60
16847,"csp_1_1","EMP2-1",65
16857,"csp_4_2","EMP1-6",65
16864,"csp_5_3","EMP1-6",60
16865,"csp_3_8","EMP1-6",60
16868,"csp_5_2","EMP1-6",55
16870,"csp_6_8","EMP1-5",60
16883,"csp_5_4","EMP1-6",61
16884,"csp_1_1","EMP2-1",57
16895,"csp_5_2","EMP1-6",60
16897,"csp_6_3","EMP1-5",60
16903,"csp_6_2","EMP1-6",60
16906,"csp_5_6","EMP1-5",65
16910,"csp_6_4","EMP1-6",65
16933,"csp_2_1","EMP2-1",62
16943,"csp_1_3","EMP2-2",65
16944,"csp_5_2","EMP1-6",60
16948,"csp_1_1","EMP2-1",58
16954,"csp_2_1","EMP2-1",60
16959,"csp_3_8","EMP1-6",65
16962,"csp_1_1","EMP2-1",58
16970,"csp_5_6","EMP1-6",60
16972,"csp_1_1","EMP2-1",60
16978,"csp_4_7","EMP1-6",60
16994,"csp_6_3","EMP1-5",56
16995,"csp_4_3","EMP2-1",60
16997,"csp_6_3","EMP1-6",60
17006,"csp_6_5","EMP1-6",60
17016,"csp_6_8","EMP1-5",63
17017,"csp_5_2","EMP1-6",60
17025,"csp_1_1","EMP2-1",64
